,target,correlation_signif,correlation_signif_pval,correlation_all,correlation_all_pval,n_signif_union,frac_sign_agreement_signif_union,n_signif_1,n_signif_2,guide_id_1,guide_id_2,culture_condition,n_signif_ontarget
196,PPM1D,0.7193784089223816,9.080312000684755e-99,0.19792790656864606,4.350245456784356e-102,613,0.8743882544861338,612,2,PPM1D-1,PPM1D-2,Rest,2
197,PPM1F,0.1699299442594251,0.5002331672597502,0.13700409012154446,2.2318155882766418e-49,18,0.3888888888888889,10,9,PPM1F-1,PPM1F-2,Rest,2
198,PPM1G,,,0.08711529055214198,7.52069325755521e-21,1,1.0,1,1,PPM1G-1,PPM1G-2,Rest,2
199,PPM1K,,,0.11234410017270785,1.136440104716432e-33,1,0.0,0,1,PPM1K-1,PPM1K-2,Rest,1
200,PPM1M,,,0.06552277054479379,1.938573834005923e-12,1,1.0,1,1,PPM1M-1,PPM1M-2,Rest,2
201,PPM1N,-0.9733814086322957,0.14721624985378393,0.07322638004296719,3.588921469652764e-15,3,0.0,2,1,PPM1N-1,PPM1N-2,Rest,2
202,PPME1,1.0,1.0,0.08160134410945274,1.766236138156796e-18,2,1.0,1,2,PPME1-1,PPME1-2,Rest,2
203,PPOX,,,0.09925861371032997,1.2923295450180041e-26,1,0.0,1,0,PPOX-1,PPOX-2,Rest,2
204,PPP1CB,1.0,1.0,0.009412169383363965,0.31247369750258885,2,1.0,0,2,PPP1CB-1,PPP1CB-2,Rest,2
205,PPP1R1A,0.5939483288092917,0.09172001590320718,0.03952090727804808,2.2088816921150615e-05,9,0.6666666666666666,6,3,PPP1R1A-1,PPP1R1A-2,Rest,0
206,PPP1R2,0.6095271210686073,2.586194763813993e-39,0.2251983357931145,2.3421249424770052e-132,373,0.8016085790884718,373,0,PPP1R2-1,PPP1R2-2,Rest,0
207,PPP1R3B,0.7016293219193358,9.298696880985449e-05,0.17774981943625143,2.171030190623031e-82,25,0.72,25,0,PPP1R3B-1,PPP1R3B-2,Rest,2
208,PPIP5K1,,,0.03445552072276217,0.00021685147914636576,1,1.0,1,0,PPIP5K1-1,PPIP5K1-2,Rest,1
209,PPIL1,0.6993556863750565,1.1765000509387317e-19,0.18048864627187172,6.240074494486332e-85,125,0.912,73,74,PPIL1-1,PPIL1-2,Rest,2
210,POU5F2,0.9997572995397116,0.01402617343881676,0.11569135120389473,1.2855100979689478e-35,3,1.0,0,3,POU5F2-1,POU5F2-2,Rest,0
211,PPIH,0.8686050323570068,8.79744450036908e-09,0.1250565559138741,2.2620317849899816e-41,26,0.9615384615384616,17,14,PPIH-1,PPIH-2,Rest,2
212,POU6F2,,,-0.061937428001573785,2.8735081604914623e-11,0,,0,0,POU6F2-1,POU6F2-2,Rest,0
213,PP2D1,,,0.16312187331744088,1.6461836952655342e-69,0,,0,0,PP2D1-1,PP2D1-2,Rest,0
214,PPARA,0.29634866517616454,0.2179621073382088,0.11769335250837398,8.263848390802345e-37,19,0.6842105263157895,17,4,PPARA-1,PPARA-2,Rest,2
215,PPARG,,,0.07181851449601748,1.192567481036769e-14,0,,0,0,PPARG-1,PPARG-2,Rest,1
216,PPAT,,,0.14847725008334775,8.969375798037654e-58,1,0.0,0,1,PPAT-1,PPAT-2,Rest,2
217,PPCDC,0.5221482681392534,1.1094340878971935e-14,0.13300074707914,1.3020716604649049e-46,190,0.7789473684210526,185,17,PPCDC-1,PPCDC-2,Rest,1
218,PPCS,0.40483501473364664,1.497642858266029e-15,0.23238315020437256,4.791623861079421e-141,358,0.8296089385474861,134,270,PPCS-1,PPCS-2,Rest,2
219,PPDPF,-0.24619164363184057,1.9902055954030713e-09,-0.04945853048061126,1.0922915637479693e-07,578,0.4757785467128028,1,578,PPDPF-1,PPDPF-2,Rest,2
220,PPFIA4,,,0.008417532483024716,0.3663646173358796,0,,0,0,PPFIA4-1,PPFIA4-2,Rest,2
221,PPFIBP2,,,-0.0013307212169870169,0.8864480160196992,0,,0,0,PPFIBP2-1,PPFIBP2-2,Rest,2
222,PPHLN1,0.7316767516330994,5.64033135827321e-16,0.22734306823766356,6.418542697865566e-135,88,0.9204545454545454,75,27,PPHLN1-1,PPHLN1-2,Rest,2
223,PPIA,,,0.14090086645960115,3.7601207411132315e-52,1,1.0,1,1,PPIA-1,PPIA-2,Rest,2
224,PPIB,1.0,1.0,0.07640570299312889,2.1912911172293179e-16,2,0.5,1,2,PPIB-1,PPIB-2,Rest,2
225,PPID,1.0,1.0,0.043238200790872414,3.449275356759719e-06,2,0.5,2,1,PPID-1,PPID-2,Rest,2
226,PPIF,0.2924202768063763,3.10331884299682e-13,0.09062542983429733,1.935897028358122e-22,597,0.661641541038526,594,4,PPIF-1,PPIF-2,Rest,2
227,POFUT1,0.769846852294826,0.23015314770517392,0.11719263439917475,1.649044468739086e-36,4,1.0,0,4,POFUT1-1,POFUT1-2,Rest,2
228,PODXL,-0.6119101340037131,0.06008510688015783,-0.13441651111765804,1.399887805682877e-47,10,0.7,8,2,PODXL-1,PODXL-2,Rest,2
229,PLBD2,,,0.09899240793506855,1.7611794505899102e-26,1,1.0,1,0,PLBD2-1,PLBD2-2,Rest,2
230,PLEK2,-0.7182126583358078,0.17177066446215358,-0.052547021788191636,1.67369962579895e-08,5,0.4,1,4,PLEK2-1,PLEK2-2,Rest,0
231,PLEKHA2,,,0.14580757197945826,9.304653623309433e-56,1,1.0,1,1,PLEKHA2-1,PLEKHA2-2,Rest,2
232,PLEKHA7,,,-0.01835660046061738,0.048836280617979455,0,,0,0,PLEKHA7-1,PLEKHA7-2,Rest,1
233,PLEKHA8,0.37853547267626947,0.16413416655387716,0.02016474735501074,0.03045628714269656,15,0.7333333333333333,13,2,PLEKHA8-1,PLEKHA8-2,Rest,2
234,PLEKHB1,,,0.15653024486636707,4.379578581874028e-64,0,,0,0,PLEKHB1-1,PLEKHB1-2,Rest,2
235,PLEKHB2,,,0.16164207977861744,2.8492960953706455e-68,1,1.0,1,1,PLEKHB2-1,PLEKHB2-2,Rest,2
236,PLEKHF1,0.2456828353291461,0.841975658285034,0.04550912542295443,1.0283770631163168e-06,3,0.6666666666666666,2,2,PLEKHF1-1,PLEKHF1-2,Rest,2
237,PLEKHG2,1.0,1.0,0.04558620149315954,9.859948700403181e-07,2,1.0,2,1,PLEKHG2-1,PLEKHG2-2,Rest,2
238,PLEKHG3,,,0.04470616495731398,1.5879911943326283e-06,1,1.0,1,1,PLEKHG3-1,PLEKHG3-2,Rest,2
239,PLEKHG4,,,-0.00018828162438690177,0.9838801923814696,1,1.0,0,1,PLEKHG4-1,PLEKHG4-2,Rest,2
240,PLEKHG5,,,0.08057553669675459,4.690042923065391e-18,0,,0,0,PLEKHG5-1,PLEKHG5-2,Rest,0
241,PLEKHM1,0.13547103680573302,0.864528963194267,0.035716341401135256,0.00012609952872914474,4,0.5,0,4,PLEKHM1-1,PLEKHM1-2,Rest,2
242,PLEKHM3,,,-0.004440801891019536,0.6336853564383134,1,1.0,0,1,PLEKHM3-1,PLEKHM3-2,Rest,2
243,PLEKHO2,,,0.053302412987260545,1.0406505062093297e-08,1,1.0,1,1,PLEKHO2-1,PLEKHO2-2,Rest,2
244,PLIN2,,,0.06766725937573947,3.602154852014059e-13,0,,0,0,PLIN2-1,PLIN2-2,Rest,2
245,PLIN3,1.0,1.0,0.051824519802357874,2.6208592078892972e-08,2,1.0,2,1,PLIN3-1,PLIN3-2,Rest,2
246,PLEKHA1,1.0,1.0,0.016483411914228384,0.07690054852465811,2,1.0,2,0,PLEKHA1-1,PLEKHA1-2,Rest,2
247,PLEK,0.9272937405738674,0.24425763241122453,-0.008962760752552812,0.3361421188697924,3,1.0,0,3,PLEK-1,PLEK-2,Rest,2
248,PLK2,,,-0.0631714541028575,1.1550471788111112e-11,0,,0,0,PLK2-1,PLK2-2,Rest,2
249,PLEC,0.319006085141889,0.7933019135539378,0.09272318684518818,2.0285133141189887e-23,3,0.3333333333333333,1,2,PLEC-1,PLEC-2,Rest,1
250,PLCB1,,,0.0023839385828511635,0.7980886540650804,0,,0,0,PLCB1-1,PLCB1-2,Rest,2
251,PLCB2,1.0,1.0,0.07209070525396609,9.471707123437965e-15,2,1.0,2,1,PLCB2-1,PLCB2-2,Rest,2
252,PLCB3,0.643178124487766,0.3568218755122339,0.13788114094862458,5.387930797152644e-50,4,0.5,2,2,PLCB3-1,PLCB3-2,Rest,2
253,PLCD1,,,0.011084687244916975,0.23422817225510387,1,0.0,0,1,PLCD1-1,PLCD1-2,Rest,0
254,PLCE1,,,0.02421076041285628,0.009364711281635915,0,,0,0,PLCE1-1,PLCE1-2,Rest,0
255,PLCG1,,,0.09130275270053848,9.397221293394116e-23,1,1.0,1,1,PLCG1-1,PLCG1-2,Rest,2
256,PLCG2,,,0.07851738824289661,3.207381638963344e-17,0,,0,0,PLCG2-1,PLCG2-2,Rest,2
257,PLCH2,,,0.04289726770867716,4.11597757101874e-06,0,,0,0,PLCH2-1,PLCH2-2,Rest,1
258,PLCL1,-1.0,1.0,0.05299663926900081,1.2623500909899768e-08,2,0.0,2,0,PLCL1-1,PLCL1-2,Rest,2
259,PLCL2,1.0,1.0,0.13430806046548346,1.6621039849088968e-47,2,0.5,1,2,PLCL2-1,PLCL2-2,Rest,2
260,PLCXD1,0.5690249216180655,0.18246414434330582,0.01601436596633264,0.0856842108706723,7,0.2857142857142857,6,1,PLCXD1-1,PLCXD1-2,Rest,2
261,PLCXD2,1.0,1.0,0.22265361464320976,2.370756346924719e-129,2,0.5,1,2,PLCXD2-1,PLCXD2-2,Rest,2
262,PLD2,-0.9523870017525826,0.19724059321135534,0.018421222743730904,0.04804675864281485,3,0.6666666666666666,3,0,PLD2-1,PLD2-2,Rest,2
263,PLD4,,,0.040595964116521346,1.3115960281348389e-05,1,1.0,0,1,PLD4-1,PLD4-2,Rest,0
264,PLD6,0.7319824903831333,0.47719053662819305,0.17963051392384444,3.9438831976770947e-84,3,1.0,2,2,PLD6-1,PLD6-2,Rest,2
265,PLIN4,,,0.15456268205029378,1.6424281669820684e-62,1,0.0,1,0,PLIN4-1,PLIN4-2,Rest,0
266,PLK3,,,0.12689977762051668,1.4728015636390456e-42,1,1.0,1,1,PLK3-1,PLK3-2,Rest,2
267,POC5,0.9636454026172017,0.03635459738279834,0.15023613753056,4.016514507123315e-59,4,1.0,1,3,POC5-1,POC5-2,Rest,2
268,PMM2,0.2398654754104515,0.08675836585604368,0.2063501607453994,5.533301387805902e-111,52,0.6153846153846154,23,29,PMM2-1,PMM2-2,Rest,2
269,PMS1,0.9004874100248536,0.2864198972057595,0.004026790449350403,0.6656557735715384,3,1.0,0,3,PMS1-1,PMS1-2,Rest,2
270,PMS2,1.0,1.0,0.0716785852526256,1.3420705729271484e-14,2,1.0,2,2,PMS2-1,PMS2-2,Rest,2
271,PNKD,-0.8135095114749025,0.3951083195358781,0.03841278849774593,3.729808943959473e-05,3,0.6666666666666666,1,2,PNKD-1,PNKD-2,Rest,0
272,PNMA1,0.6739263280821001,0.016256737761915628,0.005553802135019983,0.5511854099311382,12,0.4166666666666667,10,2,PNMA1-1,PNMA1-2,Rest,2
273,PNMA3,,,-0.011720928518585404,0.20845703039647384,0,,0,0,PNMA3-1,PNMA3-2,Rest,2
274,PNMA5,1.0,1.0,0.11568163006368995,1.302603821691784e-35,2,0.5,1,1,PNMA5-1,PNMA5-2,Rest,1
275,PNMT,,,0.04244142888642806,5.202409828688295e-06,0,,0,0,PNMT-1,PNMT-2,Rest,0
276,PNP,1.0,1.0,0.10911630462247521,7.547057794383828e-32,2,1.0,2,1,PNP-1,PNP-2,Rest,2
277,PNPLA2,1.0,1.0,-0.06774949452961908,3.373474990169791e-13,2,1.0,1,2,PNPLA2-1,PNPLA2-2,Rest,2
278,PNPLA4,0.9896613354219721,0.09162251811168375,0.06821348129360402,2.326635794593921e-13,3,0.6666666666666666,0,3,PNPLA4-1,PNPLA4-2,Rest,2
279,PNPLA7,,,0.0667671673898577,7.347436985578505e-13,0,,0,0,PNPLA7-1,PNPLA7-2,Rest,2
280,PNPLA8,,,0.09212010261488401,3.900526032389031e-23,1,1.0,0,1,PNPLA8-1,PNPLA8-2,Rest,2
281,PNPT1,-0.2422554699109417,0.3034458618603556,0.140137704721505,1.332544767568366e-51,20,0.35,20,0,PNPT1-1,PNPT1-2,Rest,2
282,PNRC1,1.0,1.0,-0.008473460178531435,0.3631886995900468,2,1.0,2,1,PNRC1-1,PNRC1-2,Rest,2
283,PNRC2,0.7428397752455227,0.4669568220940689,0.08369484765266301,2.3174313801565713e-19,3,0.6666666666666666,3,1,PNRC2-1,PNRC2-2,Rest,2
284,PMP22,-0.4270479233412776,0.5729520766587224,0.02534872912108951,0.006516024901739344,4,0.5,4,0,PMP22-1,PMP22-2,Rest,0
285,PMM1,1.0,1.0,-0.22687228278195593,2.355873766314817e-134,2,1.0,2,1,PMM1-1,PMM1-2,Rest,2
286,PLP2,,,0.2068394306125834,1.6363749756571483e-111,1,1.0,1,1,PLP2-1,PLP2-2,Rest,2
287,PMEPA1,-0.5769034040062726,0.10388238309182433,-0.06485678082900939,3.2345756834719274e-12,9,0.2222222222222222,0,9,PMEPA1-1,PMEPA1-2,Rest,0
288,PLPBP,,,-0.022416269699223175,0.01613714743416629,1,1.0,1,1,PLPBP-1,PLPBP-2,Rest,2
289,PLPP6,-0.11073757920646482,0.9293573831900327,0.03548120047916213,0.00013970082598190145,3,0.3333333333333333,3,0,PLPP6-1,PLPP6-2,Rest,2
290,PLS1,,,0.17125049435138784,1.5964058043408738e-76,0,,0,0,PLS1-1,PLS1-2,Rest,2
291,PLTP,,,0.03848999885226271,3.597703001296018e-05,0,,0,0,PLTP-1,PLTP-2,Rest,2
292,PLVAP,,,-0.060805844685848265,6.52723257840931e-11,1,1.0,1,0,PLVAP-1,PLVAP-2,Rest,0
293,PLXDC1,0.40515899920029397,0.008593669321395698,0.04156304798858858,8.117128798418334e-06,41,0.7317073170731707,0,41,PLXDC1-1,PLXDC1-2,Rest,2
294,PLXDC2,,,-0.010893404684237305,0.24239993177881433,0,,0,0,PLXDC2-1,PLXDC2-2,Rest,0
295,PLXNA3,,,0.06417018388341286,5.454097061754851e-12,1,1.0,1,1,PLXNA3-1,PLXNA3-2,Rest,2
296,PLXNB2,,,0.09632886071279859,3.723388243221991e-25,0,,0,0,PLXNB2-1,PLXNB2-2,Rest,2
297,PLXND1,,,0.1492678809366551,2.2307839932787005e-58,0,,0,0,PLXND1-1,PLXND1-2,Rest,1
298,PM20D1,,,-0.02085253061315004,0.025225321504701907,0,,0,0,PM20D1-1,PM20D1-2,Rest,2
299,PM20D2,0.07481439490327474,0.7753595831536321,0.0401676620653888,1.6167910581535856e-05,17,0.5882352941176471,10,7,PM20D2-1,PM20D2-2,Rest,2
300,PMAIP1,0.38560589992740063,0.21573763662793508,0.038896108199854465,2.972892021812042e-05,12,0.8333333333333334,11,2,PMAIP1-1,PMAIP1-2,Rest,2
301,PMCH,,,0.09256522650231327,2.408395364637226e-23,0,,0,0,PMCH-1,PMCH-2,Rest,2
302,PMEL,-1.0,1.0,0.273257424453346,2.3514556465348074e-196,2,0.5,2,1,PMEL-1,PMEL-2,Rest,0
303,PEX10,,,0.13969238136983125,2.77903894007828e-51,0,,0,0,PEX10-1,PEX10-2,Rest,2
304,PEX6,0.37587960112240726,0.0013427866788890599,0.04423480547727174,2.042484570522439e-06,70,0.5428571428571428,1,69,PEX6-1,PEX6-2,Rest,2
305,RTRAF,0.7612509990559451,1.7224330140565044e-119,0.45187318670364296,0.0,626,0.8706070287539937,568,148,RTRAF-1,RTRAF-2,Rest,2
306,OSTC,,,0.07279511507268294,5.1972386690398895e-15,1,1.0,1,1,OSTC-1,OSTC-2,Rest,2
307,OSER1,,,0.0702798355008041,4.3163772189695266e-14,1,1.0,1,0,OSER1-1,OSER1-3,Rest,2
308,OSGEPL1,,,0.08706411765098829,7.924410919194971e-21,0,,0,0,OSGEPL1-1,OSGEPL1-2,Rest,2
309,OSGIN2,,,-0.1907695536522551,7.684395377863371e-95,1,1.0,1,1,OSGIN2-1,OSGIN2-2,Rest,2
310,OSM,1.0,1.0,0.16283528010400794,2.8656065270582514e-69,2,1.0,1,2,OSM-1,OSM-2,Rest,2
311,OSMR,,,0.028175838885117478,0.002493261834945656,0,,0,0,OSMR-1,OSMR-2,Rest,0
312,OSR1,,,0.24199877576643047,3.765922378090814e-153,0,,0,0,OSR1-1,OSR1-2,Rest,0
313,OST4,0.6849861603693208,0.2019108318360206,0.0181445065146004,0.051504448303185554,5,1.0,4,2,OST4-1,OST4-2,Rest,2
314,OSTF1,0.7975653471274238,0.010018840935526685,0.043029084854361986,3.844742753875761e-06,9,0.6666666666666666,8,4,OSTF1-1,OSTF1-2,Rest,2
315,PEX5L,,,0.08654570268300418,1.343624006085606e-20,0,,0,0,PEX5L-1,PEX5L-2,Rest,0
316,OSTM1,0.4106176581460057,0.730626210820348,0.11903520578337291,1.2784422333611967e-37,3,0.6666666666666666,2,2,OSTM1-1,OSTM1-2,Rest,2
317,OTOG,,,0.053269444834592464,1.0626011615069298e-08,0,,0,0,OTOG-1,OTOG-2,Rest,0
318,OTP,,,0.05741224468014701,7.003419166964047e-10,1,1.0,0,1,OTP-1,OTP-2,Rest,0
319,OTUB1,0.6984010637856967,0.0018184692781111193,0.19053075384058787,1.3256729144020432e-94,17,0.8235294117647058,3,15,OTUB1-1,OTUB1-2,Rest,2
320,OTUB2,,,-0.04791030136016207,2.68630699191329e-07,0,,0,0,OTUB2-1,OTUB2-2,Rest,2
321,OTUD1,0.6459075573239141,0.0002052584056882975,0.15381975188206298,6.374356259086751e-62,28,0.8214285714285714,22,6,OTUD1-1,OTUD1-2,Rest,2
322,OTUD3,,,0.008320443294549345,0.37191892050517966,1,1.0,1,1,OTUD3-1,OTUD3-2,Rest,2
323,OSCAR,-0.1874200425649427,0.687384421670873,0.02186357539304207,0.018952332238636387,7,0.5714285714285714,1,6,OSCAR-1,OSCAR-2,Rest,0
324,OSBPL11,1.0,1.0,0.010550743433299887,0.25753567828365986,2,1.0,2,1,OSBPL11-1,OSBPL11-2,Rest,2
325,OSBPL9,,,0.045636556495317636,9.59219344241823e-07,0,,0,0,OSBPL9-1,OSBPL9-2,Rest,0
326,OSBPL8,0.6426135769232547,0.0005321976817432522,0.029150349670361474,0.0017552320170774545,25,0.44,1,25,OSBPL8-1,OSBPL8-2,Rest,2
327,OPA3,,,0.07107636554963852,2.225394592154409e-14,1,1.0,1,0,OPA3-1,OPA3-2,Rest,2
328,OPN1SW,-0.894497494759716,0.10550250524028404,-0.0004305785555889421,0.963146446707981,4,0.5,3,1,OPN1SW-1,OPN1SW-2,Rest,0
329,OPN3,0.9184784425443253,0.08152155745567469,0.1453889232485524,1.9115931732011915e-55,4,0.5,3,3,OPN3-1,OPN3-2,Rest,2
330,OPRM1,0.47031306745783263,0.144329711299869,0.09775600061146891,7.335475706280518e-26,11,0.7272727272727273,11,0,OPRM1-1,OPRM1-2,Rest,0
331,OR52N4,,,0.10204738325600304,4.800669535687778e-28,1,1.0,1,0,OR52N4-1,OR52N4-2,Rest,0
332,ORAI1,0.330348796458787,0.5225023414557695,0.13486287629092825,6.895169778837158e-48,6,0.6666666666666666,4,2,ORAI1-1,ORAI1-2,Rest,2
333,ORAI2,1.0,1.0,0.05280915406108821,1.4203016534357412e-08,2,0.5,1,2,ORAI2-1,ORAI2-2,Rest,2
334,ORAI3,,,0.04890478164230853,1.511700473880749e-07,1,0.0,0,1,ORAI3-1,ORAI3-2,Rest,2
335,ORM2,,,-0.049204205317325896,1.2686488816094818e-07,0,,0,0,ORM2-1,ORM2-2,Rest,0
336,ORMDL1,-0.5125698966283403,0.2984783610553494,0.12656873339928684,2.412799061491251e-42,6,0.6666666666666666,4,2,ORMDL1-1,ORMDL1-2,Rest,1
337,OS9,0.6403150083145095,0.0007508992543701889,0.08669259108411212,1.1572911877292887e-20,24,0.5,24,1,OS9-1,OS9-2,Rest,2
338,OSBP2,-1.0,1.0,0.019290192185836563,0.0384309160859301,2,0.5,0,2,OSBP2-1,OSBP2-2,Rest,0
339,OSBPL1A,,,0.08094264688951489,3.3113232179788186e-18,1,1.0,0,1,OSBPL1A-1,OSBPL1A-2,Rest,2
340,OSBPL5,0.26052223980368394,0.832210530502219,0.044012428752720836,2.2980248872734066e-06,3,0.3333333333333333,1,2,OSBPL5-1,OSBPL5-2,Rest,2
341,OSBPL7,,,0.02610697714196424,0.005078293235813024,1,1.0,1,0,OSBPL7-1,OSBPL7-2,Rest,2
342,OTULIN,,,0.20915803582870374,4.875387304077956e-114,1,1.0,1,1,OTULIN-1,OTULIN-2,Rest,2
343,OTULINL,,,0.06233329221738706,2.1491290364909648e-11,1,1.0,1,1,OTULINL-1,OTULINL-2,Rest,2
344,OTX1,-1.0,1.0,0.08193078665984066,1.287398118184528e-18,2,0.5,0,2,OTX1-1,OTX1-2,Rest,0
345,P2RY12,-0.9823738950211793,0.11970527217911199,0.08265678405103193,6.384566798032274e-19,3,0.0,3,0,P2RY12-1,P2RY12-2,Rest,0
346,P3H1,1.0,1.0,0.06942388003183146,8.724955456655421e-14,2,1.0,2,1,P3H1-1,P3H1-2,Rest,2
347,P3H3,0.27977402081866304,0.720225979181337,0.013454034742374268,0.14878910380408905,4,0.25,0,4,P3H3-1,P3H3-2,Rest,0
348,P3H4,,,0.08911287579372121,9.537170652882432e-22,0,,0,0,P3H4-1,P3H4-2,Rest,2
349,P4HA1,,,0.04702331519763148,4.4441058183713916e-07,1,1.0,1,1,P4HA1-1,P4HA1-2,Rest,2
350,P4HA2,,,-0.034210594080952825,0.0002404488968335306,0,,0,0,P4HA2-1,P4HA2-2,Rest,2
351,P4HB,0.9205389188738398,2.735938910541729e-23,0.2008456387654054,4.00089528799091e-105,55,0.9454545454545454,25,42,P4HB-1,P4HB-2,Rest,2
352,PAAF1,1.0,1.0,0.2669751357889021,3.4395599569993797e-187,2,1.0,2,2,PAAF1-1,PAAF1-2,Rest,2
353,PABPC1L,1.0,1.0,0.15944542390693384,1.8666943447584322e-66,2,0.5,2,1,PABPC1L-1,PABPC1L-2,Rest,2
354,PACRGL,1.0,1.0,0.01012167743954213,0.2773958072496768,2,1.0,2,1,PACRGL-1,PACRGL-2,Rest,2
355,PACS1,1.0,1.0,0.4742265529480692,0.0,2,0.5,1,2,PACS1-1,PACS1-2,Rest,2
356,PACS2,0.2605244283853177,0.19864557556000295,0.004906870630905754,0.598498537782285,26,0.5769230769230769,0,26,PACS2-1,PACS2-2,Rest,2
357,PACSIN1,,,0.060636163158681575,7.372451237274932e-11,1,0.0,0,1,PACSIN1-1,PACSIN1-2,Rest,0
358,PACSIN2,0.5971788841612797,2.562634105813173e-29,0.11359641971764761,2.1581678396518346e-34,289,0.7577854671280276,0,289,PACSIN2-1,PACSIN2-2,Rest,1
359,PADI4,0.9990391968557474,3.574562379001693e-05,0.04880232287395747,1.6047739038531116e-07,5,1.0,2,3,PADI4-1,PADI4-2,Rest,0
360,PAFAH1B2,1.0,1.0,0.02206661620982211,0.017871802496539337,2,0.5,1,2,PAFAH1B2-1,PAFAH1B2-2,Rest,2
361,P2RY14,,,0.03553962327216446,0.00013619801800582171,1,0.0,1,0,P2RY14-1,P2RY14-2,Rest,2
362,P2RY11,,,-0.03597195575770247,0.00011273411812841647,0,,0,0,P2RY11-1,P2RY11-2,Rest,1
363,OTX2,-1.0,1.0,0.05520341104722802,3.058724501977751e-09,2,0.5,1,1,OTX2-1,OTX2-2,Rest,0
364,P2RY10,,,0.03880389331305193,3.104991872997561e-05,1,1.0,1,1,P2RY10-1,P2RY10-2,Rest,2
365,OVCA2,1.0,1.0,0.165261805015729,2.540383863653775e-71,2,1.0,0,2,OVCA2-1,OVCA2-2,Rest,0
366,OVGP1,,,0.1250721916153501,2.2105973091386977e-41,0,,0,0,OVGP1-1,OVGP1-2,Rest,0
367,OVOL1,,,0.1437570551634792,3.1001486126772876e-54,1,1.0,1,0,OVOL1-1,OVOL1-2,Rest,0
368,OVOL2,,,0.09691910463331191,1.907259090859643e-25,0,,0,0,OVOL2-1,OVOL2-2,Rest,0
369,OVOL3,-1.0,1.0,-0.02831493486127507,0.0023729129375342764,2,0.0,0,2,OVOL3-1,OVOL3-2,Rest,0
370,OXA1L,0.6741936150768005,3.5274406558108145e-09,0.19141594190992825,1.7497195629639892e-95,60,0.9,36,40,OXA1L-1,OXA1L-2,Rest,2
371,OXCT1,-0.04345164954912151,0.9186306473937617,0.04980060257873237,8.920920541693978e-08,8,0.375,5,4,OXCT1-1,OXCT1-2,Rest,2
372,OXLD1,0.8101142370492643,0.05066158667475812,0.024404130760468393,0.008813507283369474,6,0.6666666666666666,6,3,OXLD1-1,OXLD1-2,Rest,2
373,OXR1,0.23615053227476634,0.5112776983663193,0.10405764528992999,4.2242661443292863e-29,10,0.2,9,2,OXR1-1,OXR1-2,Rest,2
374,OXSM,0.9033011394467726,0.0966988605532273,-0.06522214957368024,2.4440791252726914e-12,4,0.5,3,2,OXSM-1,OXSM-2,Rest,2
375,OXSR1,0.6114487195820241,0.060332533523912275,0.0329171975644019,0.0004103883060103096,10,0.9,5,6,OXSR1-1,OXSR1-2,Rest,2
376,P2RX1,-0.7328001985145041,0.26719980148549594,0.073344409237976,3.2418376605570347e-15,4,0.25,0,4,P2RX1-1,P2RX1-2,Rest,0
377,P2RX4,0.7388742165011676,1.0752106224223255e-05,-0.0657714380022376,1.5991937105879899e-12,27,0.2962962962962963,26,1,P2RX4-1,P2RX4-2,Rest,2
378,P2RX7,,,0.1284176322483922,1.5062020470516202e-43,1,1.0,1,0,P2RX7-1,P2RX7-2,Rest,2
379,P2RY8,1.0,1.0,0.10252841285821829,2.695298297372284e-28,2,1.0,2,2,P2RY8-1,P2RY8-2,Rest,2
380,ONECUT3,,,0.10819850264904028,2.4328543771053265e-31,0,,0,0,ONECUT3-1,ONECUT3-2,Rest,0
381,ONECUT2,,,-0.03171990236615155,0.0006622978133767446,0,,0,0,ONECUT2-1,ONECUT2-2,Rest,0
382,ONECUT1,,,0.09534723555981331,1.1224805565028746e-24,1,1.0,1,0,ONECUT1-1,ONECUT1-2,Rest,0
383,NUDT4,,,0.050661248963527354,5.3290484002738456e-08,1,1.0,1,0,NUDT4-1,NUDT4-2,Rest,0
384,NUDT7,1.0,1.0,-0.06671488961984542,7.655825300952472e-13,2,0.5,2,1,NUDT7-1,NUDT7-2,Rest,2
385,NUDT8,,,0.10145499679005139,9.736523391899682e-28,0,,0,0,NUDT8-1,NUDT8-2,Rest,2
386,NUDT9,1.0,1.0,0.025863441066601628,0.005505288506083396,2,0.5,2,1,NUDT9-1,NUDT9-2,Rest,2
387,NUDT11,-0.7057247893460012,0.5012430170810321,0.13531187079565365,3.373866412964007e-48,3,0.3333333333333333,3,0,NUDT11-1,NUDT11-2,Rest,1
388,NUDT12,,,-0.005932798624789907,0.5243489466244492,0,,0,0,NUDT12-1,NUDT12-2,Rest,2
389,NUDT14,0.6917267989571689,0.5137004902176208,0.23836130331858985,1.6570690385749254e-148,3,0.6666666666666666,3,0,NUDT14-1,NUDT14-2,Rest,2
390,NUDT15,,,0.10885757425420745,1.050795552695923e-31,1,1.0,0,1,NUDT15-1,NUDT15-2,Rest,2
391,NUDT16,0.7423841410236571,0.0036570721244039072,0.06042741555078942,8.560012766790427e-11,13,0.6153846153846154,1,13,NUDT16-1,NUDT16-2,Rest,2
392,NUDT16L1,1.0,1.0,0.08994606808852916,3.9753050568949544e-22,2,0.5,2,1,NUDT16L1-1,NUDT16L1-2,Rest,2
393,NUDT17,0.6977068697450747,0.054349127754255586,0.07299040020265818,4.3961322391916285e-15,8,0.75,8,0,NUDT17-1,NUDT17-2,Rest,1
